signal_key_id,geo_key_id,time_type,time_value,issue,value,stderr,sample_size,lag,value_updated_timestamp,computation_as_of_dt,missing_value,missing_stderr,missing_sample_size
98,1149,day,20201220,20201221,0.0,,,1,1608603858,,0,5,5
66,1496,day,20200523,20220816,17.0860978,,,450,1629133423,,0,5,5
67,829,day,20200625,20201030,131.14285714285714,,,127,1604111733,,0,5,5
48,402,day,20201203,20201204,60.0,,,1,1607101679,,0,5,5
41,2592,day,20200716,20220812,0.0831406,,,211,1613122711,,0,5,5
105,322,day,20210309,20220814,0.1428571,,,2,1615489047,,0,5,5
73,2451,day,20210506,20220815,0.0160253,,,1,1620399191,,0,5,5
71,4790,day,20201123,20220808,1.0,,,1,1606244901,,0,5,5
49,1957,day,20210420,20220801,6.0,,,1,1619016704,,0,5,5
66,1745,day,20210411,20210505,169.3260665,,,24,1620226388,,0,5,5
652,888,day,20210819,20210907,27.1062358,4.033723,121.436,19,1631034706,,0,0,0
48,858,day,20200524,20220802,0.0,,,93,1598371785,,0,5,5
95,4727,day,20201027,20201028,10.0,,,1,1603910548,,0,5,5
34,814,day,20201003,20220801,2076.0,,,40,1605180287,,0,5,5
51,1921,day,20200423,20220815,0.0,,,124,1598370525,,0,5,5
51,304,day,20200526,20220803,0.0,,,91,1598371901,,0,5,5
74,2598,day,20210222,20210223,0.1728216,,,1,1614092902,,0,5,5
